Date,Store_ID,Item_ID,Sales,Promotion,Holiday,Region,Temperature,Fuel_Price
2023-02-14,5,104,70,Yes,No,East,38,2.89
2023-02-14,5,105,87,No,No,North,21,3.32
2023-02-15,1,101,58,Yes,Yes,East,33,2.91
2023-02-15,1,102,23,No,No,East,20,3.12
2023-02-15,1,103,32,No,Yes,North,27,4.07
2023-02-15,1,104,37,No,No,East,24,4.31
2023-02-15,1,105,55,Yes,No,South,37,3.92
2023-02-15,2,101,32,No,No,West,31,3.63
2023-02-15,2,102,22,Yes,Yes,North,34,2.79
2023-02-15,2,103,97,Yes,No,West,23,3.75
2023-02-15,2,104,72,Yes,Yes,South,32,4.02
2023-02-15,2,105,85,Yes,No,South,25,2.7
2023-02-15,3,101,73,No,No,West,28,4.41
2023-02-15,3,102,79,No,No,South,26,3.08
2023-02-15,3,103,50,No,No,West,38,3.09
2023-02-15,3,104,67,No,Yes,West,22,3.0
2023-02-15,3,105,54,Yes,No,North,40,4.18
2023-02-15,4,101,77,Yes,Yes,East,31,2.61
2023-02-15,4,102,89,Yes,No,South,25,3.92
2023-02-15,4,103,31,No,Yes,North,40,3.68
2023-02-15,4,104,76,No,Yes,North,26,2.96
2023-02-15,4,105,44,Yes,No,North,26,3.64
2023-02-15,5,101,74,Yes,No,East,31,3.15
2023-02-15,5,102,89,No,No,South,29,3.71
2023-02-15,5,103,73,Yes,Yes,South,27,2.66
2023-02-15,5,104,39,Yes,No,North,35,3.63
2023-02-15,5,105,93,Yes,Yes,South,28,4.05
2023-02-16,1,101,35,No,No,West,23,3.46
2023-02-16,1,102,49,No,No,West,24,2.72
2023-02-16,1,103,64,No,Yes,South,25,4.17
2023-02-16,1,104,93,Yes,Yes,East,26,4.26
2023-02-16,1,105,88,Yes,Yes,East,30,2.75
2023-02-16,2,101,93,Yes,Yes,East,34,3.01
2023-02-16,2,102,80,Yes,Yes,South,31,2.56
2023-02-16,2,103,92,Yes,Yes,East,23,3.61
2023-02-16,2,104,22,No,No,North,39,3.39
2023-02-16,2,105,34,No,No,East,26,3.4
2023-02-16,3,101,47,Yes,Yes,North,22,3.61
2023-02-16,3,102,39,No,Yes,North,24,3.38
2023-02-16,3,103,31,Yes,No,North,40,3.29
2023-02-16,3,104,30,No,Yes,East,37,3.21
2023-02-16,3,105,100,No,No,North,22,3.14
2023-02-16,4,101,56,Yes,No,West,23,3.1
2023-02-16,4,102,29,No,Yes,East,22,4.01
2023-02-16,4,103,64,No,No,South,36,4.46
2023-02-16,4,104,25,No,Yes,South,25,3.27
2023-02-16,4,105,31,No,Yes,East,29,2.81
2023-02-16,5,101,73,Yes,Yes,South,38,3.54
2023-02-16,5,102,81,No,No,North,30,3.82
2023-02-16,5,103,54,Yes,No,East,37,3.57
2023-02-16,5,104,73,No,No,North,38,4.25
2023-02-16,5,105,85,Yes,No,West,32,2.51
2023-02-17,1,101,42,Yes,Yes,West,25,3.52
2023-02-17,1,102,84,Yes,Yes,West,23,3.51
2023-02-17,1,103,51,Yes,Yes,West,28,3.37
2023-02-17,1,104,47,Yes,No,North,27,2.79
2023-02-17,1,105,21,Yes,Yes,North,37,2.56
2023-02-17,2,101,90,Yes,No,South,37,3.71
2023-02-17,2,102,74,Yes,Yes,North,36,3.74
2023-02-17,2,103,47,Yes,Yes,West,33,3.87
2023-02-17,2,104,81,No,No,East,27,3.25
2023-02-17,2,105,51,Yes,Yes,North,20,4.22
2023-02-17,3,101,23,No,Yes,East,33,3.11
2023-02-17,3,102,91,No,No,North,26,3.66
2023-02-17,3,103,52,Yes,No,North,31,4.24
2023-02-17,3,104,62,No,Yes,East,40,2.69
2023-02-17,3,105,86,No,Yes,South,36,3.5
2023-02-17,4,101,79,Yes,Yes,East,33,3.47
2023-02-17,4,102,51,Yes,Yes,East,26,4.04
2023-02-17,4,103,63,No,Yes,North,34,3.67
2023-02-17,4,104,86,Yes,Yes,North,22,3.81
2023-02-17,4,105,48,Yes,No,North,21,3.17
2023-02-17,5,101,53,No,No,West,31,3.57
2023-02-17,5,102,94,No,Yes,West,37,2.57
2023-02-17,5,103,37,Yes,No,North,28,3.65
2023-02-17,5,104,28,No,No,West,37,3.06
2023-02-17,5,105,98,No,No,West,37,4.2
2023-02-18,1,101,24,No,No,South,37,3.44
2023-02-18,1,102,59,No,Yes,North,28,4.0
2023-02-18,1,103,27,Yes,No,East,33,3.59
2023-02-18,1,104,83,Yes,Yes,West,27,4.3
2023-02-18,1,105,80,Yes,Yes,South,20,2.76
2023-02-18,2,101,93,No,No,South,40,3.83
2023-02-18,2,102,69,No,No,West,35,4.08
2023-02-18,2,103,57,Yes,No,South,37,4.01
2023-02-18,2,104,60,No,No,South,39,2.85
2023-02-18,2,105,70,Yes,Yes,West,33,3.85
2023-02-18,3,101,59,No,Yes,West,23,3.39
2023-02-18,3,102,55,Yes,No,South,26,3.24
2023-02-18,3,103,78,No,Yes,West,33,2.56
2023-02-18,3,104,40,No,Yes,South,38,2.9
2023-02-18,3,105,94,Yes,Yes,East,22,4.27
2023-02-18,4,101,90,No,No,West,23,2.84
2023-02-18,4,102,74,Yes,Yes,South,21,3.13
2023-02-18,4,103,32,No,Yes,East,40,3.47
2023-02-18,4,104,59,Yes,Yes,South,30,4.24
2023-02-18,4,105,79,No,No,East,34,3.41
2023-02-18,5,101,45,No,Yes,South,27,3.03
2023-02-18,5,102,57,Yes,No,East,33,4.01
2023-02-18,5,103,99,No,Yes,North,40,4.01
2023-02-18,5,104,60,No,No,West,25,3.34
2023-02-18,5,105,82,No,Yes,North,21,2.78
2023-02-19,1,101,28,No,No,North,38,4.47
2023-02-19,1,102,84,No,Yes,East,27,3.11
2023-02-19,1,103,48,Yes,No,East,22,3.66
2023-02-19,1,104,64,Yes,No,North,30,4.43
2023-02-19,1,105,36,Yes,No,East,39,4.16
2023-02-19,2,101,40,No,Yes,West,38,3.46
2023-02-19,2,102,37,No,Yes,West,37,4.45
2023-02-19,2,103,57,Yes,Yes,North,25,3.64
2023-02-19,2,104,37,Yes,Yes,West,36,4.47
2023-02-19,2,105,33,Yes,Yes,South,36,4.11
2023-02-19,3,101,73,Yes,No,East,32,4.43
2023-02-19,3,102,36,Yes,Yes,West,25,2.56
2023-02-19,3,103,73,No,No,East,28,4.23
2023-02-19,3,104,72,Yes,No,South,37,2.9
2023-02-19,3,105,59,Yes,Yes,South,38,3.65
2023-02-19,4,101,85,Yes,No,North,37,2.86
2023-02-19,4,102,100,Yes,No,North,26,3.62
2023-02-19,4,103,43,Yes,No,West,29,2.85
2023-02-19,4,104,64,No,Yes,North,37,3.21
2023-02-19,4,105,41,Yes,Yes,East,26,2.85
2023-02-19,5,101,75,No,Yes,South,37,3.89
2023-02-19,5,102,44,Yes,Yes,South,25,2.87
2023-02-19,5,103,47,Yes,No,North,28,2.88
2023-02-19,5,104,36,No,No,East,33,3.09
2023-02-19,5,105,61,No,Yes,North,21,4.31
2023-02-20,1,101,78,Yes,Yes,East,23,2.68
2023-02-20,1,102,80,Yes,Yes,South,21,4.45
2023-02-20,1,103,29,No,Yes,East,25,3.82
2023-02-20,1,104,67,No,No,North,26,3.43
2023-02-20,1,105,50,Yes,No,West,22,3.52
2023-02-20,2,101,27,Yes,No,East,36,3.61
2023-02-20,2,102,53,Yes,Yes,South,25,4.42
2023-02-20,2,103,93,Yes,Yes,South,27,2.99
2023-02-20,2,104,39,Yes,No,West,29,2.53
2023-02-20,2,105,78,Yes,Yes,South,33,4.33
2023-02-20,3,101,44,Yes,No,South,28,3.14
2023-02-20,3,102,48,No,Yes,East,37,3.22
2023-02-20,3,103,29,Yes,No,South,39,3.96
2023-02-20,3,104,72,Yes,Yes,West,28,3.35
2023-02-20,3,105,52,No,No,West,21,3.8
2023-02-20,4,101,87,No,Yes,West,35,4.02
2023-02-20,4,102,20,No,Yes,East,28,3.57
2023-02-20,4,103,41,Yes,No,East,22,3.33
2023-02-20,4,104,27,No,Yes,North,40,3.4
2023-02-20,4,105,21,Yes,Yes,West,23,3.45
2023-02-20,5,101,50,No,Yes,West,31,2.9
2023-02-20,5,102,72,Yes,Yes,East,26,3.0
2023-02-20,5,103,67,Yes,No,West,31,4.45
2023-02-20,5,104,28,No,Yes,North,39,3.65
2023-02-20,5,105,26,Yes,No,East,35,3.04
2023-02-21,1,101,60,No,Yes,North,21,4.4
2023-02-21,1,102,76,No,Yes,East,30,2.58
2023-02-21,1,103,68,No,Yes,South,34,3.9
2023-02-21,1,104,63,Yes,No,East,31,3.3
2023-02-21,1,105,83,Yes,Yes,West,40,2.73
2023-02-21,2,101,64,No,No,South,27,4.02
2023-02-21,2,102,85,No,No,West,36,3.97
2023-02-21,2,103,87,Yes,No,North,25,3.58
2023-02-21,2,104,55,Yes,No,West,20,2.87
2023-02-21,2,105,91,Yes,Yes,West,32,4.4
2023-02-21,3,101,25,Yes,Yes,West,31,3.53
2023-02-21,3,102,69,No,Yes,West,34,3.64
2023-02-21,3,103,61,No,Yes,East,28,4.47
2023-02-21,3,104,83,Yes,No,South,40,3.06
2023-02-21,3,105,92,No,No,West,37,3.89
2023-02-21,4,101,31,No,No,West,36,2.88
2023-02-21,4,102,61,No,No,South,20,2.67
2023-02-21,4,103,25,No,Yes,North,38,3.55
2023-02-21,4,104,59,No,No,South,38,4.36
2023-02-21,4,105,77,No,Yes,South,38,3.89
2023-02-21,5,101,46,Yes,No,South,24,3.93
2023-02-21,5,102,33,No,Yes,North,21,2.91
2023-02-21,5,103,94,No,No,South,24,3.96
2023-02-21,5,104,66,No,No,South,24,3.37
2023-02-21,5,105,91,No,No,East,29,2.93
2023-02-22,1,101,68,No,No,East,23,3.97
2023-02-22,1,102,59,Yes,No,West,31,3.13
2023-02-22,1,103,43,No,Yes,West,39,3.94
2023-02-22,1,104,92,No,Yes,North,25,4.37
2023-02-22,1,105,22,Yes,Yes,West,25,2.57
2023-02-22,2,101,41,Yes,Yes,West,39,3.45
2023-02-22,2,102,68,Yes,No,West,38,3.48
2023-02-22,2,103,92,Yes,No,North,40,3.3
2023-02-22,2,104,59,Yes,No,North,23,3.84
2023-02-22,2,105,54,No,No,South,21,3.49
2023-02-22,3,101,94,No,Yes,South,38,4.31
2023-02-22,3,102,88,Yes,No,East,21,4.17
2023-02-22,3,103,92,No,No,North,31,2.73
2023-02-22,3,104,58,Yes,No,South,38,3.63
2023-02-22,3,105,57,No,No,North,40,4.34
2023-02-22,4,101,45,Yes,No,North,36,3.15
2023-02-22,4,102,25,Yes,No,South,36,4.16
2023-02-22,4,103,99,Yes,Yes,West,24,2.64
2023-02-22,4,104,80,No,Yes,North,27,3.39
2023-02-22,4,105,60,Yes,Yes,South,27,4.46
2023-02-22,5,101,35,Yes,Yes,East,29,4.07
2023-02-22,5,102,62,Yes,Yes,South,34,4.06
2023-02-22,5,103,57,No,No,South,24,2.65
2023-02-22,5,104,83,Yes,Yes,North,38,2.92
2023-02-22,5,105,37,No,Yes,North,30,4.36
2023-02-23,1,101,78,No,No,West,31,3.1
2023-02-23,1,102,30,No,No,West,22,2.62
2023-02-23,1,103,44,No,Yes,East,25,3.02
2023-02-23,1,104,63,No,No,East,37,3.89
2023-02-23,1,105,58,Yes,No,South,27,3.02
2023-02-23,2,101,90,No,Yes,East,34,3.67
2023-02-23,2,102,28,Yes,Yes,East,25,4.33
2023-02-23,2,103,24,No,Yes,South,35,3.41
2023-02-23,2,104,38,No,No,South,22,3.79
2023-02-23,2,105,68,Yes,No,East,32,3.25
2023-02-23,3,101,83,No,No,East,40,2.56
2023-02-23,3,102,66,No,No,North,24,2.95
2023-02-23,3,103,93,Yes,Yes,South,34,4.27
2023-02-23,3,104,34,Yes,No,East,21,4.38
2023-02-23,3,105,55,Yes,No,North,31,4.07
2023-02-23,4,101,21,No,No,South,24,2.83
2023-02-23,4,102,60,Yes,No,East,20,3.44
2023-02-23,4,103,62,Yes,No,South,32,2.57
2023-02-23,4,104,25,Yes,Yes,East,33,3.76
2023-02-23,4,105,21,No,No,West,26,4.35
2023-02-23,5,101,78,No,Yes,North,38,4.19
2023-02-23,5,102,60,No,No,North,38,4.07
2023-02-23,5,103,77,Yes,Yes,West,33,4.14
2023-02-23,5,104,47,Yes,No,West,35,4.38
2023-02-23,5,105,100,No,No,South,26,4.17
2023-02-24,1,101,28,Yes,No,West,26,3.08
2023-02-24,1,102,55,No,No,North,20,3.6
2023-02-24,1,103,21,No,No,North,25,3.75
2023-02-24,1,104,66,Yes,Yes,West,21,3.99
2023-02-24,1,105,77,Yes,No,East,38,4.05
2023-02-24,2,101,87,Yes,No,East,34,4.14
2023-02-24,2,102,32,No,No,West,33,3.84
2023-02-24,2,103,44,No,Yes,East,27,2.94
2023-02-24,2,104,73,No,No,West,40,3.64
2023-02-24,2,105,32,No,No,West,28,3.88
2023-02-24,3,101,73,Yes,Yes,East,27,3.53
2023-02-24,3,102,44,Yes,Yes,South,24,3.99
2023-02-24,3,103,57,No,No,West,32,3.12
2023-02-24,3,104,57,Yes,No,South,33,3.76
2023-02-24,3,105,68,No,No,West,25,2.63
2023-02-24,4,101,43,Yes,No,South,34,4.48
2023-02-24,4,102,61,No,Yes,South,40,3.23
2023-02-24,4,103,55,No,Yes,East,25,4.2
2023-02-24,4,104,74,No,Yes,North,40,2.9
2023-02-24,4,105,41,Yes,Yes,North,31,2.69
2023-02-24,5,101,86,Yes,Yes,West,36,2.55
2023-02-24,5,102,46,No,Yes,North,38,3.06
2023-02-24,5,103,95,Yes,Yes,North,40,3.48
2023-02-24,5,104,96,Yes,Yes,North,30,3.71
2023-02-24,5,105,32,No,No,East,23,3.08
2023-02-25,1,101,65,Yes,Yes,East,20,4.06
2023-02-25,1,102,48,No,No,South,37,4.37
2023-02-25,1,103,57,Yes,No,North,25,4.25
2023-02-25,1,104,61,Yes,No,West,24,4.17
2023-02-25,1,105,55,No,Yes,North,22,3.68
2023-02-25,2,101,61,No,No,South,37,4.12
2023-02-25,2,102,49,Yes,Yes,North,29,2.68
2023-02-25,2,103,32,No,No,North,35,3.29
2023-02-25,2,104,98,Yes,Yes,South,21,2.93
2023-02-25,2,105,39,No,Yes,South,35,2.58
2023-02-25,3,101,22,No,Yes,West,32,3.14
2023-02-25,3,102,53,Yes,No,South,26,2.59
2023-02-25,3,103,97,No,No,South,23,3.84
2023-02-25,3,104,41,Yes,Yes,West,20,3.94
2023-02-25,3,105,47,No,Yes,East,32,3.59
2023-02-25,4,101,93,Yes,Yes,West,28,2.68
2023-02-25,4,102,80,Yes,No,West,40,2.5
2023-02-25,4,103,42,No,Yes,South,39,3.48
2023-02-25,4,104,58,No,Yes,East,35,4.34
2023-02-25,4,105,87,No,Yes,North,33,2.93
2023-02-25,5,101,58,No,Yes,East,28,4.48
2023-02-25,5,102,55,Yes,Yes,West,28,2.57
2023-02-25,5,103,23,No,Yes,East,37,3.02
2023-02-25,5,104,69,No,Yes,East,34,3.73
2023-02-25,5,105,82,Yes,No,South,34,4.27
2023-02-26,1,101,37,No,Yes,South,20,3.48
2023-02-26,1,102,73,No,No,East,25,3.22
2023-02-26,1,103,57,No,Yes,East,24,3.07
2023-02-26,1,104,57,No,No,West,20,3.41
2023-02-26,1,105,54,No,No,South,21,2.87
2023-02-26,2,101,40,No,No,North,26,4.36
2023-02-26,2,102,88,No,No,West,36,2.93
2023-02-26,2,103,56,Yes,No,South,26,3.12
2023-02-26,2,104,99,No,No,South,37,4.2
2023-02-26,2,105,81,Yes,No,West,24,3.21
2023-02-26,3,101,39,Yes,Yes,East,33,2.57
2023-02-26,3,102,38,Yes,Yes,South,27,3.66
2023-02-26,3,103,32,Yes,No,West,36,2.55
2023-02-26,3,104,57,Yes,No,South,38,4.48
2023-02-26,3,105,76,Yes,Yes,West,40,2.85
2023-02-26,4,101,67,Yes,No,East,39,2.75
2023-02-26,4,102,20,Yes,Yes,South,25,2.91
2023-02-26,4,103,82,No,Yes,North,26,2.86
2023-02-26,4,104,75,Yes,Yes,West,32,3.1
2023-02-26,4,105,46,Yes,Yes,East,23,3.53
2023-02-26,5,101,27,Yes,Yes,South,40,4.22
2023-02-26,5,102,70,No,No,North,29,4.01
2023-02-26,5,103,99,Yes,Yes,North,34,2.82
2023-02-26,5,104,33,No,Yes,South,27,3.47
2023-02-26,5,105,64,No,Yes,South,34,3.06
2023-02-27,1,101,31,Yes,No,North,25,3.39
2023-02-27,1,102,86,No,No,West,39,2.66
2023-02-27,1,103,44,Yes,Yes,South,29,3.19
2023-02-27,1,104,87,Yes,No,North,30,3.1
2023-02-27,1,105,73,Yes,No,West,40,3.45
2023-02-27,2,101,24,No,Yes,East,29,3.07
2023-02-27,2,102,77,No,Yes,East,35,3.07
2023-02-27,2,103,37,Yes,No,North,33,2.95
2023-02-27,2,104,39,Yes,No,West,26,3.76
2023-02-27,2,105,41,No,Yes,South,38,4.07
2023-02-27,3,101,80,No,No,West,21,3.03
2023-02-27,3,102,38,Yes,No,East,28,3.63
2023-02-27,3,103,51,No,Yes,South,29,3.64
2023-02-27,3,104,91,Yes,No,East,31,2.88
2023-02-27,3,105,62,Yes,No,South,26,2.72
2023-02-27,4,101,85,No,Yes,West,25,4.37
2023-02-27,4,102,25,Yes,No,West,24,3.35
2023-02-27,4,103,76,Yes,Yes,West,36,3.75
2023-02-27,4,104,89,No,Yes,East,30,4.43
2023-02-27,4,105,59,Yes,Yes,South,33,3.56
2023-02-27,5,101,53,No,No,East,22,4.22
2023-02-27,5,102,79,No,Yes,West,34,4.25
2023-02-27,5,103,31,No,Yes,South,32,4.32
2023-02-27,5,104,30,Yes,No,West,26,4.21
2023-02-27,5,105,29,Yes,No,East,30,3.44
2023-02-28,1,101,54,Yes,No,East,33,3.0
2023-02-28,1,102,48,Yes,No,East,32,4.28
2023-02-28,1,103,65,Yes,No,East,34,2.57
2023-02-28,1,104,35,Yes,No,North,40,2.84
2023-02-28,1,105,91,No,Yes,South,25,2.85
2023-02-28,2,101,23,No,Yes,South,29,3.96
2023-02-28,2,102,30,Yes,No,East,31,3.67
2023-02-28,2,103,72,No,No,West,24,2.76
2023-02-28,2,104,74,No,Yes,North,30,4.05
2023-02-28,2,105,91,No,Yes,West,37,2.59
2023-02-28,3,101,31,No,No,West,27,3.4
2023-02-28,3,102,54,Yes,No,East,37,3.67
2023-02-28,3,103,96,Yes,Yes,West,26,4.12
2023-02-28,3,104,22,No,Yes,North,20,2.86
2023-02-28,3,105,100,Yes,No,North,25,3.13
2023-02-28,4,101,42,Yes,No,West,23,2.6
2023-02-28,4,102,29,Yes,No,North,23,4.0
2023-02-28,4,103,21,No,No,West,30,3.75
2023-02-28,4,104,55,No,No,North,40,2.57
2023-02-28,4,105,98,Yes,No,West,27,2.56
2023-02-28,5,101,68,No,Yes,West,26,3.23
2023-02-28,5,102,39,Yes,No,East,27,3.39
2023-02-28,5,103,28,Yes,No,South,20,3.48
2023-02-28,5,104,60,Yes,No,North,26,4.49
2023-02-28,5,105,55,No,No,South,38,3.41
2023-03-01,1,101,72,Yes,Yes,East,40,3.65
2023-03-01,1,102,88,No,Yes,North,23,3.01
2023-03-01,1,103,91,No,No,South,32,2.94
2023-03-01,1,104,70,No,No,West,29,2.67
2023-03-01,1,105,97,Yes,Yes,West,29,3.85
2023-03-01,2,101,38,No,No,East,38,3.85
2023-03-01,2,102,77,Yes,Yes,North,36,3.23
2023-03-01,2,103,35,Yes,No,West,37,4.45
2023-03-01,2,104,80,No,No,North,26,3.34
2023-03-01,2,105,90,No,No,North,37,4.27
2023-03-01,3,101,45,No,No,South,25,4.04
2023-03-01,3,102,21,Yes,Yes,South,27,2.58
2023-03-01,3,103,25,Yes,No,North,23,2.94
2023-03-01,3,104,37,Yes,No,North,23,3.84
2023-03-01,3,105,33,No,No,North,28,4.45
2023-03-01,4,101,27,No,No,North,40,4.07
2023-03-01,4,102,94,No,Yes,West,35,3.61
2023-03-01,4,103,23,No,No,North,21,2.7
2023-03-01,4,104,52,No,No,North,31,4.12
2023-03-01,4,105,87,Yes,Yes,West,23,2.58
2023-03-01,5,101,29,Yes,No,North,28,3.36
2023-03-01,5,102,83,No,Yes,North,25,3.37
2023-03-01,5,103,53,Yes,Yes,East,39,3.68
2023-03-01,5,104,46,Yes,No,East,36,2.65
2023-03-01,5,105,58,No,Yes,North,35,4.17
2023-03-02,1,101,88,No,Yes,North,22,3.88
2023-03-02,1,102,62,Yes,Yes,South,26,3.92
2023-03-02,1,103,46,No,No,North,24,4.16
2023-03-02,1,104,79,Yes,Yes,South,24,3.73
2023-03-02,1,105,61,No,Yes,East,28,4.02
2023-03-02,2,101,64,No,No,South,21,3.86
2023-03-02,2,102,70,No,Yes,South,35,3.0
2023-03-02,2,103,46,Yes,No,South,20,2.67
2023-03-02,2,104,84,Yes,Yes,East,21,4.11
2023-03-02,2,105,88,No,Yes,East,35,4.17
2023-03-02,3,101,99,Yes,Yes,South,22,2.89
2023-03-02,3,102,37,Yes,No,North,26,3.13
2023-03-02,3,103,58,Yes,No,West,34,2.93
2023-03-02,3,104,68,Yes,Yes,East,24,2.79
2023-03-02,3,105,98,Yes,Yes,West,38,4.22
2023-03-02,4,101,86,No,No,East,20,4.24
2023-03-02,4,102,70,No,Yes,North,31,3.36
2023-03-02,4,103,55,No,No,North,26,2.53
2023-03-02,4,104,24,Yes,No,North,31,2.55
2023-03-02,4,105,59,Yes,No,North,28,2.72
2023-03-02,5,101,74,No,Yes,South,38,4.02
2023-03-02,5,102,57,No,No,North,26,2.96
2023-03-02,5,103,63,No,Yes,South,35,4.39
2023-03-02,5,104,32,Yes,Yes,East,25,4.01
2023-03-02,5,105,59,No,No,North,27,3.04
2023-03-03,1,101,44,No,No,North,27,4.45
2023-03-03,1,102,60,Yes,No,South,24,3.34
2023-03-03,1,103,89,No,No,West,26,3.65
2023-03-03,1,104,53,No,No,East,30,3.89
2023-03-03,1,105,63,Yes,No,East,31,4.08
2023-03-03,2,101,60,No,No,North,20,3.13
2023-03-03,2,102,70,No,No,West,31,3.8
2023-03-03,2,103,97,No,No,North,21,4.43
2023-03-03,2,104,63,Yes,Yes,East,20,4.0
2023-03-03,2,105,56,No,Yes,West,37,3.08
2023-03-03,3,101,39,No,No,South,31,3.57
2023-03-03,3,102,38,Yes,Yes,West,20,3.81
2023-03-03,3,103,68,No,No,South,37,2.72
2023-03-03,3,104,67,No,No,South,28,3.6
2023-03-03,3,105,88,Yes,Yes,South,29,3.3
2023-03-03,4,101,58,No,Yes,East,24,3.07
2023-03-03,4,102,96,No,Yes,West,33,2.98
2023-03-03,4,103,61,Yes,No,East,34,2.82
2023-03-03,4,104,90,Yes,Yes,East,30,3.51
2023-03-03,4,105,61,Yes,No,East,23,3.87
2023-03-03,5,101,96,Yes,No,West,21,3.01
2023-03-03,5,102,21,Yes,No,West,27,3.12
2023-03-03,5,103,83,No,Yes,East,39,2.64
2023-03-03,5,104,66,Yes,Yes,East,38,2.81
2023-03-03,5,105,80,No,Yes,West,32,3.91
2023-03-04,1,101,71,Yes,No,South,32,4.42
2023-03-04,1,102,43,No,Yes,South,28,3.54
2023-03-04,1,103,44,Yes,No,North,38,3.26
2023-03-04,1,104,69,Yes,Yes,South,28,3.62
2023-03-04,1,105,53,Yes,No,South,26,2.53
2023-03-04,2,101,72,No,Yes,East,27,3.13
2023-03-04,2,102,45,No,Yes,North,28,4.37
2023-03-04,2,103,81,Yes,Yes,North,33,3.88
2023-03-04,2,104,97,No,No,North,40,2.88
2023-03-04,2,105,40,No,Yes,North,31,3.57
2023-03-04,3,101,48,No,No,North,32,3.04
2023-03-04,3,102,50,Yes,Yes,North,26,2.88
2023-03-04,3,103,79,No,No,South,20,3.03
2023-03-04,3,104,64,Yes,Yes,East,26,4.27
2023-03-04,3,105,66,Yes,No,West,28,4.18
2023-03-04,4,101,23,No,No,East,29,2.69
2023-03-04,4,102,30,Yes,Yes,South,35,3.2
2023-03-04,4,103,70,Yes,Yes,North,20,3.6
2023-03-04,4,104,38,No,No,North,37,2.9
2023-03-04,4,105,78,No,Yes,West,27,2.59
2023-03-04,5,101,53,No,No,East,37,4.25
2023-03-04,5,102,21,Yes,No,North,36,3.8
2023-03-04,5,103,29,Yes,Yes,South,29,2.87
2023-03-04,5,104,21,No,Yes,South,38,3.67
2023-03-04,5,105,30,Yes,No,West,31,2.64
2023-03-05,1,101,53,No,Yes,West,24,4.3
2023-03-05,1,102,84,Yes,Yes,North,20,4.1
2023-03-05,1,103,67,Yes,No,South,23,2.72
2023-03-05,1,104,93,Yes,No,East,28,4.45
2023-03-05,1,105,61,No,Yes,West,21,4.04
2023-03-05,2,101,55,Yes,Yes,West,34,2.86
2023-03-05,2,102,21,No,Yes,East,32,4.3
2023-03-05,2,103,46,Yes,Yes,West,21,2.88
2023-03-05,2,104,34,No,No,South,35,2.74
2023-03-05,2,105,60,No,No,North,36,2.8
2023-03-05,3,101,61,No,No,West,37,3.85
2023-03-05,3,102,79,No,No,East,35,3.41
2023-03-05,3,103,55,No,No,West,22,2.52
2023-03-05,3,104,34,No,Yes,West,34,4.19
2023-03-05,3,105,81,No,No,North,23,4.31
2023-03-05,4,101,98,Yes,No,East,31,3.25
2023-03-05,4,102,84,Yes,No,South,39,2.79
2023-03-05,4,103,56,Yes,Yes,East,31,2.57
2023-03-05,4,104,54,No,No,West,40,4.46
2023-03-05,4,105,88,Yes,No,South,27,4.47
2023-03-05,5,101,43,No,No,North,24,3.33
2023-03-05,5,102,35,Yes,Yes,North,24,3.27
2023-03-05,5,103,100,Yes,Yes,East,31,2.69
2023-03-05,5,104,22,No,No,West,37,4.37
2023-03-05,5,105,94,No,Yes,West,29,4.01
2023-03-06,1,101,38,No,Yes,West,39,3.26
2023-03-06,1,102,53,No,Yes,South,21,3.05
2023-03-06,1,103,34,No,Yes,West,38,2.79
2023-03-06,1,104,81,No,No,North,37,3.52
2023-03-06,1,105,94,Yes,No,West,32,3.71
2023-03-06,2,101,20,Yes,Yes,South,21,4.26
2023-03-06,2,102,92,Yes,No,West,39,4.29
2023-03-06,2,103,49,Yes,Yes,South,36,2.68
2023-03-06,2,104,43,Yes,No,West,40,3.84
2023-03-06,2,105,30,Yes,Yes,South,25,2.66
2023-03-06,3,101,79,Yes,No,West,23,3.17
2023-03-06,3,102,65,No,No,South,20,4.39
2023-03-06,3,103,86,Yes,Yes,South,38,4.43
2023-03-06,3,104,61,No,Yes,South,27,4.05
2023-03-06,3,105,60,No,Yes,North,31,2.61
2023-03-06,4,101,27,No,Yes,East,22,3.58
2023-03-06,4,102,39,Yes,No,East,29,3.34
2023-03-06,4,103,56,Yes,Yes,West,36,3.17
2023-03-06,4,104,57,No,No,West,23,3.78
2023-03-06,4,105,66,No,Yes,North,25,4.48
2023-03-06,5,101,46,No,No,South,32,3.0
2023-03-06,5,102,49,Yes,No,South,31,3.01
2023-03-06,5,103,99,Yes,No,South,36,3.21
2023-03-06,5,104,31,No,No,North,36,2.68
2023-03-06,5,105,96,No,No,South,34,2.93
2023-03-07,1,101,81,Yes,No,East,33,2.88
2023-03-07,1,102,67,Yes,No,South,33,3.23
2023-03-07,1,103,60,No,Yes,West,39,3.92
2023-03-07,1,104,53,Yes,No,South,28,2.74
2023-03-07,1,105,87,No,Yes,East,21,4.0
2023-03-07,2,101,40,No,Yes,South,22,2.92
2023-03-07,2,102,21,Yes,Yes,North,25,3.42
2023-03-07,2,103,74,Yes,Yes,East,40,2.75
2023-03-07,2,104,32,Yes,Yes,South,31,3.41
2023-03-07,2,105,24,No,Yes,East,25,4.26
2023-03-07,3,101,36,Yes,No,East,23,3.93
2023-03-07,3,102,40,No,Yes,North,34,3.59
2023-03-07,3,103,62,Yes,Yes,East,33,3.78
2023-03-07,3,104,65,Yes,No,South,25,2.86
2023-03-07,3,105,20,Yes,No,South,29,3.55
